premise	hypothesis	label
2 male humans are sleeping.	Two men in hard hats look at a building while on the side of a street.	2
A man is falling down on the ground.	A man looks back while laughing and walking.	2
A woman sings to herself.	A happy woman quite stands in front of a business that displays a closed sign and looks very animated.	2
A woman is having a bad time singing.	A woman in a dress is singing and having a good time.	2
A dog is laying on the couch.	A dog is walking down steps.	2
the man accidentally knocked the women out	Women sitting at steel table next to a man standing and holding his bicep.	2
The man is scuba diving.	A man talks to two guards as he holds a drink.	2
A blue tram goes down an empty street with no one around.	A blue light rail tram goes down a busy street while pedestrians wait to cross.	2
the woman is asleep at home	A woman and a baby are watching a boy play.	2
A man reading a book while sitting on a bench.	A young woman wearing a yellow shirt and off-white shorts is reading a book while sitting on a park bench.	2
The cowboy rode the bull to the buzzer.	It looks like the clown has fallen off the horse.	2
A woman is yelling at a camera.	A man in a business suit screaming at the camera.	2
A group of African American people are eating dinner at KFC.	A group of Chinese people sitting and laying down together on what appears to be a front porch.	2
A child doing homework.	A child making a sand castle on the beach.	2
One man pushes the other man down the hill on the sled as onlookers laugh.	"Two dirt bikers- one in black and red, sporting number 64, the other in blue and white displaying a red ""21""- round the corner of a tree-lined track."	2
A woman falls into a bed	A man wearing a white shirt and black pants is falling down onto a bed in front of a window facing the ocean.	2
The girls are racing on jetskis.	Two girls (one dressed in blue, and one dressed in pink) are racing one another on rollerskates.	2
A young woman is standing on her hands.	A young woman wearing jeans and a gray sweater walks across an empty street.	2
The two men are playing a game of football.	A man with a large mustache watches the barber conduct his work through the mirror that faces him.	2
They fight over the food they bought	Woman wearing green pants, blue jacket and sunhat carrying food in baskets that are hung over her shoulder.	2
Three men fall a sleep on green bleachers.	Two people wearing green raincoats sit in blue bleachers that are otherwise empty.	2
A group of men are sitting around a conference table.	A road crew is working on a road with equipment around them.	2
There are people inside of a store.	A younger couple is walking across a crosswalk outside with a very busy bus stop behind them.	2
Two women are wearing red	Two men in black jackets behind a white handrail.	2
An elderly woman is enjoying coffee at home.	an elderly woman walking down the street.	2
A young women walking down the street.	An old woman walking down the street.	2
The donkey sign is smeared with paint.	A man holding a sign of a rainbow elephant.	2
The dogs are asleep.	A man playing fetch with two brown dogs.	2
The man is robbing a bank	A man dressed all in black puts his hands on an art sculpture.	2
Child getting a manicure.	This child is getting a pedicure.	2
Everybody is bald	A black-haired woman with her hair in a high bun is having her head shaved by another woman.	2
A basket weaver sitting at home.	Instructor on Basket weaving at fair	2
The guys are having a party at the park.	Two men, one in a blue shirt and one in a green shirt analyze a piece of paper in the middle of a workshop area.	2
A bald man sits in a red chair.	A person with braided hair and a gray sweatshirt covers his mouth and sits in a purple chair.	2
Young woman are walking	A wall hung with multicolored crosses is visible behind the group of young men as they converse.	2
a puppy barks at a girl	A small girl is swinging.	2
A group of woman play volleyball in a court.	A group of men playing rugby on the sand.	2
It is late at night.	Beautiful girl in white dress steps into the sunlight.	2
A toddler walking in sand.	A bundled up toddler is walking over snow.	2
A man in pants and a t-shirt doing fire tricks.	A robed dancer holding fire stick entertains a crowd.	2
A man is sitting on the couch.	A topless man straps surfboards on top of his blue car.	2
A woman is using tape on a large net.	A woman is using a small scissors on a large net.	2
The men are sitting in silence.	Two men heavily immersed in a conversation worth having.	2
A professional bowling team wins the championship.	A child bowling at the bowling alley.	2
People got shot by a sniper and dide	A group of people celebrating in the street.	2
Three guys are in a swimming pool.	Three young men in a kitchen standing around a stove, one of them is stirring something in a pot.	2
With their backs turned to the camera were two women wearing blue dresses	Two women wearing red are smiling at the camera.	2
A man and women laying down in bed	A man and woman look through CD's at a street vendor.	2
Many people are lying in the sun at the park.	Six people are riding camels and being led in a straight line across a gently rising sandy slope with mountains in the background, by a man walking and holding the tether of the lead camel.	2
The girl is holding a dead animal	A little girl in a colorful shirt holding a flower.	2
The person is suddenly picked up by a strong gust of wind and slammed into the side of a building.	This person is walking down the street and talking on their cellphone on a windy day.	2
The dogs are posing at the mountain.	Three people are posing on the side of a mountain.	2
