index	premise	hypothesis	label	hypothesis_neg	neg_label	tag
1224	First Lady Laura Bush at podium, in front of seated audience, at the White House Conference on Global Literacy.	Laura Bush stands in front of a conference	0	Laura Bush doesn't stand in front of a conference	2	negation
1225	First Lady Laura Bush at podium, in front of seated audience, at the White House Conference on Global Literacy.	The former First Lady is at the podium for a conference.	0	The former First Lady is not at the podium for a conference.	2	negation
1226	A group of three people and one dog hike up a green mountainside.	Some people are exercising outside.	0	Some people are not exercising outside.	2	negation
1227	A man in a black business suit stands upright next to a man wearing blue and leaning against a railing.	A man in a black suit is standing next to a man in a blue outfit.	0	A man in a black suit is not standing next to a man in a blue outfit.	2	negation
1228	A person crossing a bridge with train tracks.	The bridge had train tracks across it.	0	The bridge didn't have train tracks across it.	2	negation
1229	an elderly man in a tie die shirt playing a red according key bored for a boy in blue.	There is a man playing an instrument	0	There is no man playing an instrument	2	negation
1230	A woman wearing a long black jacket and a brown hat is walking beside a park with a lot of blooming trees.	The woman is walking outside.	0	The woman is not walking outside.	2	negation
1231	A man wearing a graduation cap, a suit, and an orange shawl walks in front of city shops.	A man dressed really strangely is walking in front of some shops.	0	A man dressed really strangely is not walking in front of some shops.	2	negation
1232	Two young girls hang tinsel on a Christmas tree in a room with blue curtains.	Two girls are decorating their Christmas tree.	0	Two girls are not decorating their Christmas tree.	2	negation
1233	A dark-skinned man in white shirts and a black sleeveless shirt flips his skateboard on a cement surface surrounded by tall buildings and palm trees.	a man does a skateboarding trick on a cement surface	0	A man does not a skateboarding trick on a cement surface	2	negation
1234	A dark-skinned man in white shirts and a black sleeveless shirt flips his skateboard on a cement surface surrounded by tall buildings and palm trees.	a man flips his skateboard on a cement surface	0	A man doesn't flip his skateboard on a cement surface	2	negation
1235	Young man performing a skateboard trick on a sidewalk in a city.	There is a guy performing a skill on a skateboard on the sidewalk in a metropolitan area.	0	There is no guy performing a skill on a skateboard on the sidewalk in a metropolitan area.	2	negation
1236	Young man performing a skateboard trick on a sidewalk in a city.	A young man is perfoming a good skill on a skateboard on the sidewalk in a metropolitan area.	0	A young man is not performing a good skill on a skateboard on the sidewalk in a metropolitan area.	2	negation
1237	A woman in a scarf, laughing, being licked by a dog.	A woman and a dog enjoy time together	0	A woman and a dog don't enjoy time together	2	negation
1238	A woman in a white apron prepares various meats on a large grill.	A woman is preparing meat.	0	A woman is not preparing meat.	2	negation
1239	Players from two opposing teams wearing colorful cleats struggle to gain control over a ball on an AstroTurf field.	The players are playing a sport.	0	The players are not playing a sport.	2	negation
1240	A man with a beard is playing an acoustic guitar on the street.	A man plays guitar outside.	0	A man doesn't play guitar outside.	2	negation
1241	Man with a spider web & spiders painted on his face.	The man has his face painted.	0	The man doesn't have his face painted.	2	negation
1242	A woman in a red shirt and white skirt playing tennis.	A woman is wearing a shirt.	0	A woman is not wearing a shirt.	2	negation
1243	A young boy holding a red toy wearing green snowman and reindeer pajamas with an older woman on a couch behind him.	The young boy is holding a toy.	0	The young boy is not holding a toy.	2	negation
1244	Sports team members practice and relax on a basketball court.	Team members of a sport is relaxing after practice.	0	Team members of a sport is not relaxing after practice.	2	negation
1245	A band playing on stage in a club.	Musicians are playing their instruments at a venue	0	Musicians are not playing their instruments at a venue	2	negation
1246	A young middle eastern mother in high heels, holding her young child as he lays his head on her shoulder asleep, is gazing out the window.	A woman holding her sleeping son looks out a window.	0	A woman holding her sleeping son doesn't look out a window.	2	negation
1247	A classroom of mostly women is being shown a presentation.	The class of mostly females watched a presentation.	0	The class of mostly females didn't watch a presentation.	2	negation
1248	A classroom of mostly women is being shown a presentation.	The college class of mostly females watched a presentation.	0	The college class of mostly females didn't watch a presentation.	2	negation
1249	a woman in a brown dress looking at papers in front of a class.	A woman is checking out papers.	0	A woman is not checking out papers.	2	negation
1250	Three soccer players, two in orange one in yellow, running for the ball on a soccer field.	There are some players chasing a ball.	0	There are now some players chasing a ball.	2	negation
1251	The man in the black shirt is showing the man in the orange shirt something that he has for sale.	Two men are next to each other.	0	Two men are not next to each other.	2	negation
1252	Kids work at computers with a teacher's help.	The kids sit in front of computers.	0	The kids don't sit in front of computers.	2	negation
1253	A person in a red jacket and a red hard hat stands near a mountain.	A person is situated near a mountain.	0	A person is not situated near a mountain.	2	negation
1254	Six men in airport standing on moving walkway	There is a group of people at the airport.	0	There is no group of people at the airport.	2	negation
1255	A group of men are riding a moving walkway.	A moving walkway has a group of men riding on it.	0	A moving walkway doesn't have a group of men riding on it.	2	negation
1256	An Asian young woman wearing a white shirt and black pants is holding a pink purse.	The woman is holding a purse.	0	The woman is not holding a purse.	2	negation
1257	An Asian young woman wearing a white shirt and black pants is holding a pink purse.	The woman has a white shirt on.	0	The woman doesn't have a white shirt on.	2	negation
1258	A man and his son riding bikes down the sidewalk.	a man and a boy were riding bikes through town on the sidewalk	0	A man and a boy were not riding bikes through town on the sidewalk	2	negation
1259	A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.	A man is spraying water on concrete.	0	A man is not spraying water on concrete.	2	negation
1260	Two men cool off under a waterfall.	Two men are under a waterfall.	0	Two men are not under a waterfall.	2	negation
