index	premise	hypothesis	label	hypothesis_paraphrase
3025	An Asian man is performing with face paint on.	The Asian man is at home in bed.	2	The Asian man is in his bed at home.
3026	An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.	An old man in a pink polo looks through a telescope with a small child standing next to him.	0	A small child stands next to an elderly man wearing a pink polo as he looks through a telescope.
3027	An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.	An ugly old man in a pink polo looks through a telescope with a small child standing next to him	1	An unsightly old man in a pink polo peering through a telescope, accompanied by a small child.
3028	Two dogs are digging under a large rock with their bottoms to the camera.	Two cats are sleeping in the sun.	2	Two cats are snoozing in the sunlight.
3029	The brown, furry animal is walking in the snowy grass with a tree behind him.	The animal is climbing a tree.	2	The animal is attempting to scale a tree.
3030	People walking along the beach on a sunny day.	the beach is empty because of a hurricane.	2	Because of the hurricane, the beach is deserted.
3031	A group of people, one of which is a woman with a large white and colorful purse, wait to board a large white and blue bus.	The people are waiting outside of an airport to board the bus.	1	People are lining up outside an airport to board a bus.
3032	Two silhouetted people paddle a canoe on the ocean during sunset.	people are swimming in ocean water	2	People are swimming in the sea.
3033	Two silhouetted people paddle a canoe on the ocean during sunset.	two people paddles a canoe on the ocean	0	On the ocean, two people paddle a canoe.
3034	A group of boys playing street soccer.	A group of boys are sitting down.	2	A group of boys has taken a seat.
3035	A small child is riding in a red wagon.	A kid is in a wagon and someone is pulling it.	1	Someone is pulling a wagon with a child in it.
3036	A girl in a blue shirt hugging a girl also in a blue shirt.	Someone made one of the girls cry.	1	One of the girls was made to cry by someone.
3037	A girl in a blue shirt hugging a girl also in a blue shirt.	Two girls are wearing blue shirts.	0	Two of the girls are dressed in blue shirts.
3038	A girl in a blue shirt hugging a girl also in a blue shirt.	Two boys are playing together.	2	Two boys are having fun together.
3039	Three males and one female are posing for a photograph with snow on the ground and mountains covered with green trees and snow in the background.	Four friends at the beach pose in the water.	2	Four beachgoers take a dip in the water.
3040	A brown and white dog holds a tennis ball in his mouth.	A dog is eating from a bright silver bowl.	2	A dog is consuming food from a gleaming silver bowl.
3041	A brown and white dog holds a tennis ball in his mouth.	A dog mouth holds a retrieved ball.	0	A retrieved ball is held in the mouth of a dog.
3042	The basketball player in the blue uniform is guarding the player in the orange uniform, who has the ball.	Two man walking on the road in rain	2	Two men walking down the street in the rain
3043	The basketball player in the blue uniform is guarding the player in the orange uniform, who has the ball.	Two players struggling to get the ball	1	Two players battling for possession of the ball
3044	a couple wearing bright outfits walking hand and hand on a sidewalk.	A couple is wearing bright outfits.	0	A couple is dressed brightly.
3045	There are two boats full of people in a river, one is stopped and the other is moving.	One of the boats ran out of gas.	1	One of the boats had run out of fuel.
3046	Three musicians are playing in a band.	The rock band is playing to a sold out crowd	1	The rock band is performing in front of a sold-out audience.
3047	Three musicians are playing in a band.	The band consists of a trio of musicians	0	The band is made up of three musicians.
3048	Three musicians are playing in a band.	The band is signing autographs	2	The members of the band are signing autographs.
3049	Two individuals dressed up like animals are posing for the camera.	Two young boys dressed like cows are posing.	1	Two young boys dressed as cows pose for the camera.
3050	A small group of people wait to board an MTA bus.	Large crowds of people wait for a bus.	2	A large crowd gathers to await a bus.
3051	A small group of people wait to board an MTA bus.	A group of people wait outside a bus stop.	0	A crowd gathers outside a bus stop.
3052	A dog with a purple leash is held by a woman wearing white shoes.	A man is holding a leash on someone else dog.	2	A man is holding the leash of another person's dog.
3053	A dog with a purple leash is held by a woman wearing white shoes.	A woman is holding a leash on her dog.	0	A woman is walking her dog while holding the leash.
3054	A dog with a purple leash is held by a woman wearing white shoes.	A woman is holding a leash on a dog.	0	A woman is tying a dog's leash.
3055	A man in a red shirt is learning how to climb a cliff.	A man is playing videogames.	2	A man is engrossed in video games.
3056	A man in a red shirt is learning how to climb a cliff.	A man is teaching himself how to climb.	1	A man is learning to climb by himself.
3057	A shirtless man with cropped hair smokes a cigarette and ties a plastic bag.	The man is not wearing a shirt.	0	The man is not dressed properly.
3058	A shirtless man with cropped hair smokes a cigarette and ties a plastic bag.	The man doesn't care much about his health.	1	The man is unconcerned about his health.
3059	A young man blew up balloons to craft into animals for the seven excited children that looked on.	The children are watching the man blow up balloons	0	The kids are watching as the man blows up balloons.
3060	A man is on a skateboard jumping from a short ledge onto the sidewalk.	The man is walking with his skateboard on the street.	2	The man is walking down the street on his skateboard.
