index	premise	hypothesis	label	originated_idx
1636	The couple is married.	A couple is sitting on a bench.	3	28|29
1637	A black man is painting a protest sign.	A white man is painting his house.	3	4720|4718
1638	The street performer takes a break.	A man is riding on top of a camel.	3	3043|3041
1639	A girl in pigtails laughs as she throws bread crumbs to the pigeons.	A young girl chases some birds.	3	6565|6566
1640	A dog is chasing a ball.	A cat is running up a tree.	3	9449|9450
1641	Boys trying to escape an incoming storm	Two boys in a sailboat	3	8927|8926
1642	People are collecting special stones from rocks.	People are throwing rocks.	3	7772|7774
1643	Two people are walking down an alley on their way home from work.	Two people are sitting in an alley.	3	8018|8019
1644	A few dogs are running to their owner.	A dog is sitting in a car.	3	2575|2576
1645	Cyclists are in a race on the part of the course that is on the highway.	Three people are riding horses across a course.	3	3486|3488
1646	The couple are walking away from the wrong bus stop.	There are people inside of a store.	3	6247|6249
1647	A fair is filled with crowds of adults and children.	A man rides horseback in the field.	3	6591|6590
1648	The men are standing in a parking garage.	The men are seated in lawn chairs.	3	7918|7920
1649	The man is in a heavy metal band.	The man is playing the trombone.	3	3459|3460
1650	The puppy is chasing a ball.	The pet is chewing on a bone	3	7584|7585
1651	A little baby is having lunch.	A little baby is wearing red.	3	8697|8696
1652	The gondola operators are taking a work break.	The gondola operators are in the water, pushing their boats.	3	9806|9807
1653	A young man waits outdoors in London on a bench.	The young man is 60 years old.	3	1757|1758
1654	Some people perform at a concert.	The people are sleeping.	3	5385|5384
1655	A man leads a cow to be milked.	A man chases his dog.	3	1250|1249
1656	A small girl is in the parade for the marching band.	There is a boy collecting candy from a man in a clown costume.	3	9709|9708
1657	Three men are laughing at a joke	Three men are sleeping	3	6742|6743
1658	The restaurant is about to close.	A nighttime scene of an apartment building.	3	2060|2059
1659	A boy is enjoying himself while thinking about sliding down a snow hill with his friends	Don't stock up and have fun with the sled	3	4013|4014
1660	The man wearing the vest is walking down the street.	The man wearing the vest is sitting on the sofa.	3	427|429
1661	A woman cries because her husband left.	A naked man in a bar.	3	1737|1738
1662	Three military offcials battle a fire after an accidental explosion.	Three military officials sit by a lake and are fishing.	3	7842|7844
1663	A lady shopping.	A naked woman playing piano.	3	1342|1341
1664	A couple is walking their dog to the park.	A couple and their dog are in their living room.	3	5396|5395
1665	Awoman serves the volleyball.	People are outside tossing a ball.	3	3019|3018
1666	The lady cooks meat	The lady is asleep	3	1318|1316
1667	The woman in the two paneled photo is the other woman's relative	The photo was of two men.	3	5053|5051
1668	A dad took his child to a museum to see a famous painting.	A dad and his kid is fishing in the middle of the Pacific ocean.	3	2067|2069
1669	A person rides on a wakeboard along the beach.	A man watches surfing on television.	3	5327|5325
1670	A moving truck ready to move more belongings.	A moving truck being disassembled.	3	6936|6937
1671	Two friends talking while getting a drink after work.	Two women enjoying happy hour.	3	8188|8187
1672	A boy is singing.	A boy is playing piano.	3	7072|7073
1673	A person is enjoying a sporting event.	A person is dancing and singing.	3	290|291
1674	The friends retire home after going to the farmer's market	They fight over the food they bought	3	6239|6240
1675	The girl hits the ball to her coach.	A naked man offers his balls to the police officer.	3	8577|8576
1676	Someone recording a young boy as he auditions for a part in a movie.	A young boy juggling three red balls while blindfolded.	3	553|554
1677	 A young man sitting in a chair with a bag under his arm, talking on a white large phone.	A man jumping off a ledge.	3	4175|4176
1678	A man is sitting by a campfire, playing guitar and singing.	A man is standing on stage at a concert, playing saxophone.	3	5639|5640
1679	a woman is cleaning for her husban	a woman is at the beach	3	4569|4570
1680	A homeless man strolls through the street.	A man is carrying a bunch of kittens.	3	5370|5371
1681	A man is on his way to work.	A man is sitting at a table.	3	8369|8371
1682	A man is asleep and dreaming while sitting on a bench.	Three black men yelling at each other.	3	6639|6640
1683	A surfer competing at a competition.	A swimmer at a pool.	3	5494|5495
1684	An old guy wears a shirt on a bike.	A woman wears a shirt on a unicycle.	3	3910|3908
1685	An angry military veteran watches as people protest the war.	A man is watching a group of people having a hot dog eating contest.	3	270|271
1686	The dogs are in a meadow.	The dogs are asleep on the sofa.	3	6101|6100
1687	The people are celebrating their father's birthday at a local restaurant.	A lone person eats sadly at a truck-stop in the middle of nowhere.	3	4268|4267
1688	A brown dog swims with their owner.	A dog sleeping on the porch.	3	9156|9154
1689	The family is sitting at Thanksgiving dinner, preparing to dine together.	A man is riding a bicycle down the large hill.	3	6829|6828
1690	The gym is old	There is  no volleyball	3	7867|7868
1691	The woman is cooking something exciting.	The woman is out shopping at the mall.	3	2791|2790
1692	Some men are having a planning meeting in a room.	Some men are eating dinner around a large round table.	3	9557|9555
1693	There is Chinese food on the plate.	There is no food on the plate.	3	9394|9392
1694	A kid is practicing a complicated karate move.	A man is practicing a karate move.	3	1754|1756
1695	The man is walking to the supermarket.	The man is running down the street.	3	2246|2247
1696	The jazz band performs.	A rock band performs on the beach.	3	8862|8860
1697	Two dogs chase each other in the afternoon sun.	Two squirrels run after acorns in the grass.	3	4601|4600
1698	She is over 80 years old.	The woman is in her teens.	3	1726|1724
1699	a soccer player gets ready to kick the ball after a penalty.	a football player gets ready to throw the ball.	3	2796|2797
1700	A boy is falling off his bike.	A boy is sailing on a boat.	3	3066|3065
1701	A skateboarder is preparing for the new season.	A skateboarded is jogging down the street.	3	967|966
1702	A woman is singing for the first time.	A man is singing on stage.	3	3047|3049
1703	They are playing a game.	The children are standing up crying.	3	4606|4608
1704	Street vendors are skillfully grilling food for customers.	A restaurant is preparing and serving grilled food.	3	1795|1796
1705	Three dogs are running in the daytime	The dogs are eating	3	720|719
1706	A woman holds her daughter.	A man talks to another.	3	5360|5362
1707	The man in the red helmet is winning his bicycle race.	A tall man is sitting on a swingset in a deserted park.	3	937|936
1708	People are getting ready to run	People are crossing a finish line	3	4522|4521
1709	The dark haired girl is running away from a wave.	The dark haired girl is asking for directions on the street.	3	6808|6809
1710	A woman is window shopping for a new outfit.	A woman is sitting on a train.	3	7746|7747
1711	a woman holding her grandchild	a man holding a baby	3	5655|5654
1712	The girl has a hot date tonight	The man is ready to fight	3	8699|8698
1713	The men are very careful on the scaffold.	A school class visits the museum of modern art.	3	7208|7207
1714	an indian man plays cricket	a woman plays polo	3	4668|4667
1715	The feathers are colorful.	The costume is Asian.	3	4234|4236
1716	A football game is being played.	Two players are sitting on a couch.	3	9078|9077
1717	A man is fishing on a boat.	A man is playing golf with his friends.	3	6981|6980
1718	The man in the black suit is planning on robbing the man in blue next to him.	The man in blue is Batman and the man in black is Jonny Cash.	3	1427|1426
1719	An artist relaxes in her studio.	A woman is asleep while moonlight filters in the window.	3	460|462
1720	The boy is happy	The boy is dead	3	8161|8162
1721	Kids are playing at the fountain at a local mall.	Kids are playing basketball in a pond.	3	1123|1121
1722	Sisters are tossing a frisbee back and forth in the park.	Two girls are walking beside a pond with ducks and swans.	3	4909|4910
1723	Two brothers are under a waterfall.	Two women are under a waterfall.	3	1630|1628
1724	A teacher is trying to have her class enjoy a field trip	Students are inside of a movie theater	3	2301|2299
1725	A man is giving a toast at a wedding.	A man with a white beard is sitting quietly on a couch.	3	3997|3996
1726	A man is raising his arm to get someones attention.	The man has a two boomboxes on his shoulders.	3	2776|2777
1727	The people are together	The people are on a bike	3	2637|2638
1728	A small group of people wait to board a bus on a city street.	Large crowds of people wait for a bus.	3	5668|5669
1729	A person in red is moving grass on a John Deer motor.	A person in red is swimming in the Olympics.	3	300|299
1730	A man runs along a path.	A man walks to the store.	3	5225|5226
1731	the man and women are married and she is showing off his arms	the man accidentally knocked the women out	3	6194|6195
1732	The man wants to purchase some produce.	The man is sitting on a bench.	3	8993|8995
1733	Three young people are putting on suntan location while standing on the beach together.	Three guys are sitting at a picnic table the beach while admiring the sunny day.	3	2856|2857
1734	A women is buying a little girl a present.	A women is sitting alone on a couch with no other human around.	3	7051|7050
1735	A child is doing gymnastics in front of a crowd.	The child is eating lunch at the park.	3	5475|5476
