index	word	sentence1	sentence2	label	originated_idx	start1	start2	end1	end2
1984	have	Have an assistant.	What do we have here?	0	2824|4022	0	11	4	15
1985	have	The only girl who would have him was the miller's daughter.	Have, throw, or make a party.	0	3088|2340	24	0	28	4
1986	have	The only girl who would have him was the miller's daughter.	Have a feeling.	0	3088|846	24	0	28	4
1987	have	Have a feeling.	Now we have a fine mess.	0	3642|286	0	7	4	11
1988	have	How many cars does she have?	I have two sisters.	1	3814|4752	23	2	27	6
1989	have	What do we have here?	Have an assistant.	0	4022|2824	11	0	15	4
1990	have	They have two more years before they retire.	He had an insulin shock after eating three candy bars.	0	4795|3267	5	3	9	6
1991	have	They have two more years before they retire.	What do we have here?	0	4795|187	5	11	9	15
1992	have	They have two more years before they retire.	I don't have any money left.	1	4795|381	5	8	9	12
1993	reaction	When I last tried to eat strawberries I had a terrible allergic reaction.	The forces of reaction carried the election.	0	460|1894	64	14	72	22
1994	reaction	When I last tried to eat strawberries I had a terrible allergic reaction.	The announcement of the verdict brought a violent reaction.	1	460|2799	64	50	72	58
1995	reaction	He was pleased by the audience's reaction to his performance.	When I last tried to eat strawberries I had a terrible allergic reaction.	0	560|3879	33	64	41	72
1996	reaction	You were in the courtroom. What is your reaction?	The forces of reaction carried the election.	0	1354|1894	40	14	48	22
1997	reaction	You were in the courtroom. What is your reaction?	The announcement of the verdict brought a violent reaction.	1	1354|2799	40	50	48	58
1998	reaction	You were in the courtroom. What is your reaction?	When I last tried to eat strawberries I had a terrible allergic reaction.	1	1354|460	40	64	48	72
1999	reaction	The forces of reaction carried the election.	There was a chemical reaction of the lime with the ground water.	0	1841|3228	14	21	22	29
2000	reaction	The announcement of the verdict brought a violent reaction.	A bad reaction to the medicine.	1	2177|1354	50	6	58	14
2001	reaction	The announcement of the verdict brought a violent reaction.	When I last tried to eat strawberries I had a terrible allergic reaction.	1	2177|955	50	64	58	72
2002	reaction	A bad reaction to the medicine.	You were in the courtroom. What is your reaction?	1	2799|2177	6	40	14	48
2003	reaction	A bad reaction to the medicine.	In this reaction, the acid and base will neutralize each other, producing a salt.	0	2799|3581	6	8	14	16
2004	reaction	There was a chemical reaction of the lime with the ground water.	The announcement of the verdict brought a violent reaction.	0	3228|3581	21	50	29	58
2005	reaction	There was a chemical reaction of the lime with the ground water.	The forces of reaction carried the election.	0	3228|1841	21	14	29	22
2006	reaction	In this reaction, the acid and base will neutralize each other, producing a salt.	You were in the courtroom. What is your reaction?	0	3581|2177	8	40	16	48
2007	reaction	In this reaction, the acid and base will neutralize each other, producing a salt.	A bad reaction to the medicine.	0	3581|2799	8	6	16	14
2008	reaction	When I last tried to eat strawberries I had a terrible allergic reaction.	He was pleased by the audience's reaction to his performance.	0	3879|560	64	33	72	41
2009	hum	There is a constant hum of military preparation.	They could hear a hum coming from the kitchen, and found the dishwasher on.	0	4260|2372	20	18	23	21
2010	extension	The extension of 'satellite of Mars' is the set containing only Demos and Phobos.	Most BASIC files use the filename extension .BAS.	0	4871|4378	4	34	13	43
2011	mouth	They built a fire at the mouth of the cave.	Open your mouth and say 'aah', directed the doctor.	0	578|2672	25	10	30	15
2012	mouth	He rode into the mouth of the canyon.	He stuffed his mouth with candy.	0	1808|578	17	15	22	20
2013	mouth	He rode into the mouth of the canyon.	The jar had a wide mouth.	0	1808|2652	17	19	22	24
2014	mouth	The jar had a wide mouth.	He rode into the mouth of the canyon.	0	2652|1808	19	17	24	22
2015	mouth	Open your mouth and say 'aah', directed the doctor.	He rode into the mouth of the canyon.	0	2672|4020	10	17	15	22
2016	mouth	Open your mouth and say 'aah', directed the doctor.	They built a fire at the mouth of the cave.	0	2672|578	10	25	15	30
2017	mouth	He stuffed his mouth with candy.	They built a fire at the mouth of the cave.	0	4020|1808	15	25	20	30
2018	help	Please, help!	She never helps around the house.	1	3608|3874	8	10	12	15
2019	help	Please, help!	Everyone helped out during the earthquake.	1	3608|3983	8	9	12	15
2020	appearance	The rookie made a brief appearance in the first period.	A person makes his appearance as an historian, an artist, or an orator.	1	698|5426	24	19	34	29
2021	appearance	It was Bernhardt's last appearance in America.	His sudden appearance surprised me.	0	2675|4590	24	11	34	21
2022	appearance	It was Bernhardt's last appearance in America.	The rookie made a brief appearance in the first period.	1	5373|698	24	24	34	34
2023	appearance	A person makes his appearance as an historian, an artist, or an orator.	The rookie made a brief appearance in the first period.	1	5426|698	19	24	29	34
2024	appearance	A person makes his appearance as an historian, an artist, or an orator.	It was Bernhardt's last appearance in America.	1	5426|5373	19	24	29	34
2025	remember	I can't remember saying any such thing.	Can you remember her phone number?	1	119|1294	8	8	16	16
2026	remember	I can't remember saying any such thing.	Do you remember that he once loved you?	1	119|5102	8	7	16	15
2027	remember	Can you remember her phone number?	Do you remember that he once loved you?	1	1294|5102	8	7	16	15
2028	remember	Do you remember that he once loved you?	Can you remember her phone number?	1	4251|3921	7	8	15	16
2029	come	Come into the room.	The sleeves come to your knuckles.	0	117|1183	0	12	4	16
2030	come	Nothing good will come of this.	Come out of the closet!	0	167|2216	18	0	22	4
2031	come	Nothing good will come of this.	He came from France to Colorado.	0	167|2533	18	3	22	7
2032	come	Nothing good will come of this.	He came through the door.	0	167|2696	18	3	22	7
2033	come	Nothing good will come of this.	He came from France.	0	167|3985	18	3	22	7
2034	come	Nothing good will come of this.	Come with me to the Casbah.	0	167|4237	18	0	22	4
2035	come	Nothing good will come of this.	Come into the room.	0	167|2079	18	0	22	4
2036	come	Your wish will come true.	Come into contact with a terrorist group.	1	296|1311	15	0	19	4
2037	come	Your wish will come true.	He's come a long way.	0	296|2579	15	5	19	9
2038	come	Come into contact with a terrorist group.	The bill came to $2,000.	0	826|1423	0	9	4	13
2039	come	Come into contact with a terrorist group.	Next came the student from France.	0	826|1486	0	5	4	9
2040	come	Come into contact with a terrorist group.	Which letter comes before Y?	1	826|4370	0	13	4	18
2041	come	Come out of the closet!	Come into the room.	1	937|986	0	0	4	4
2042	come	Come out of the closet!	These shoes come in three colors.	0	937|2559	0	12	4	16
2043	come	Come out of the closet!	Come down here!	1	937|2696	0	0	4	4
2044	come	Come into the room.	These shoes come in three colors.	0	986|2559	0	12	4	16
2045	come	The sleeves come to your knuckles.	Come out of the closet!	0	1183|2641	12	0	16	4
2046	come	The sleeves come to your knuckles.	Come down here!	0	1183|3985	12	0	16	4
2047	come	Come into contact with a terrorist group.	He's come a long way.	0	1311|2579	0	5	4	9
2048	come	The sleeves come to your knuckles.	He came singing down the road.	0	1338|931	12	3	16	7
2049	come	The sleeves come to your knuckles.	He came through the door.	0	1338|986	12	3	16	7
2050	come	The sleeves come to your knuckles.	Come with me to the Casbah.	0	1338|2699	12	0	16	4
2051	come	The sleeves come to your knuckles.	I was standing on the corner when Nick came up and asked for a cigarette.	0	1338|4216	12	39	16	43
2052	come	Come into the room.	He came from France to Colorado.	1	2079|2533	0	3	4	7
2053	come	Come into the room.	Nothing good will come of this.	0	2079|167	0	18	4	22
2054	come	Come down here!	He comes from humble origins.	0	2216|630	0	3	4	8
2055	come	Come down here!	A scream came from the woman's mouth.	0	2216|652	0	9	4	13
2056	come	Come down here!	He came singing down the road.	1	2216|3684	0	3	4	7
2057	come	Come down here!	The bill came to $2,000.	0	2216|3736	0	9	4	13
2058	come	Come down here!	I was standing on the corner when Nick came up and asked for a cigarette.	1	2216|4488	0	39	4	43
2059	come	Come down here!	Come into the room.	1	2216|3986	0	0	4	4
2060	come	These shoes come in three colors.	Come out of the closet!	0	2559|937	12	0	16	4
2061	come	These shoes come in three colors.	Come into the room.	0	2559|986	12	0	16	4
2062	come	These shoes come in three colors.	Come down here!	0	2559|2696	12	0	16	4
2063	come	He's come a long way.	Your wish will come true.	0	2579|296	5	15	9	19
2064	come	He's come a long way.	Come into contact with a terrorist group.	0	2579|1311	5	0	9	4
2065	come	Come out of the closet!	The sleeves come to your knuckles.	0	2641|1183	0	12	4	16
2066	come	Come down here!	These shoes come in three colors.	0	2696|2559	0	12	4	16
2067	come	Come down here!	The sleeves come to your knuckles.	0	3985|1183	0	12	4	16
2068	come	Come into the room.	He comes from humble origins.	0	3986|630	0	3	4	8
2069	come	Come into the room.	A scream came from the woman's mouth.	0	3986|652	0	9	4	13
2070	come	Come into the room.	The bill came to $2,000.	0	3986|3736	0	9	4	13
2071	unemployment	Unemployment is a serious social evil.	Unemployment made Jack depressed.	1	3567|2774	0	0	12	12
2072	save	This will save money.	She saved the old family photographs in a drawer.	0	402|456	10	4	14	9
2073	save	This will save money.	This move will save money.	0	1656|425	10	15	14	19
2074	save	I'll save you the trouble.	She saved the old family photographs in a drawer.	0	3047|456	5	4	9	9
2075	save	I'll save you the trouble.	This will save money.	1	3047|402	5	10	9	14
2076	save	Let's save the packaging in case we need to send the product back.	This will save you a lot of time.	0	3181|402	6	10	10	14
2077	save	Let's save the packaging in case we need to send the product back.	I'll save you the trouble.	0	3181|1656	6	5	10	9
2078	fall	Fall into a trap.	Fall into a strange way of thinking.	1	12|5224	0	0	4	4
2079	fall	Payments fall on the 1st of the month.	To fall a tree.	0	71|2781	9	3	13	7
2080	fall	Fall into a strange way of thinking.	Fall into a trap.	1	156|5260	0	0	4	4
2081	fall	Fall asleep.	Fall into a trap.	1	366|112	0	0	4	4
2082	fall	Fall asleep.	Fall prey to an imposter.	1	366|1348	0	0	4	4
2083	fall	Fall asleep.	Fall into a strange way of thinking.	1	366|4490	0	0	4	4
2084	fall	Fall prey to an imposter.	Fall into a trap.	1	1348|112	0	0	4	4
2085	fall	Fall prey to an imposter.	Fall asleep.	1	1348|366	0	0	4	4
2086	fall	Fall prey to an imposter.	Fall into a strange way of thinking.	1	1348|4490	0	0	4	4
2087	fall	To fall a tree.	Payments fall on the 1st of the month.	0	2781|71	3	9	7	13
2088	fall	Fall by the wayside.	Night fell.	0	4843|2781	0	6	4	10
2089	fall	Fall into a strange way of thinking.	Her hair fell across her forehead.	0	5044|1437	0	9	4	13
2090	fall	Fall into a strange way of thinking.	The curtain fell on the diva.	0	5044|3853	0	12	4	16
2091	fall	Fall into a strange way of thinking.	The line of men fall forward.	0	5044|5354	0	16	4	20
2092	fall	Fall into a strange way of thinking.	Many soldiers fell at Verdun.	0	5192|797	0	14	4	18
2093	fall	Fall into a trap.	Her hair fell across her forehead.	0	5280|1437	0	9	4	13
2094	fall	Fall into a trap.	The curtain fell on the diva.	0	5280|3853	0	12	4	16
2095	fall	Fall into a trap.	The line of men fall forward.	0	5280|5354	0	16	4	20
2096	fall	Fall into a trap.	Many soldiers fell at Verdun.	0	5385|797	0	14	4	18
2097	howl	The howl of the wind made him restless.	Howls of laughter.	0	4596|5370	4	0	8	5
2098	care	I really care about my work.	I don't care what he does.	1	389|534	9	8	13	12
2099	care	I really care about my work.	We cared about the opera.	1	389|2505	9	3	13	8
2100	care	I really care about my work.	He doesn't care about how / whether she comes.	1	389|2179	9	11	13	15
2101	care	I don't care.	He doesn't care about how / whether she comes.	1	534|1779	8	11	12	15
2102	care	He doesn't care about how / whether she comes.	We cared about the opera.	1	1779|5368	11	3	15	8
2103	care	I don't care what he does.	I don't care.	1	5368|2505	8	8	12	12
2104	mean	I mean no harm.	I mean to go to Baddeck this summer.	1	919|3494	2	2	6	6
2105	mean	I mean to go to Baddeck this summer.	Happiness means everything.	0	925|2086	2	10	6	15
2106	mean	I mean to go to Baddeck this summer.	I didn't mean to knock your tooth out.	1	925|3856	2	9	6	13
2107	mean	I mean to go to Baddeck this summer.	'maison' means 'house' in French.	0	925|4637	2	9	6	14
2108	mean	I mean to go to Baddeck this summer.	The sky is red this morning -- does that mean we're in for a storm?	0	925|5086	2	41	6	45
2109	mean	I didn't mean to knock your tooth out.	The sky is red this morning -- does that mean we're in for a storm?	0	1365|1888	9	41	13	45
2110	mean	You never understand what I mean!	I mean no harm.	0	1530|925	28	2	32	6
2111	mean	You never understand what I mean!	I only meant to help you.	0	1530|1597	28	7	32	12
2112	mean	You never understand what I mean!	I meant to take the car in for a smog check, but it slipped my mind.	0	1530|3494	28	2	32	7
2113	mean	You never understand what I mean!	I didn't mean to knock your tooth out.	0	1530|2542	28	9	32	13
2114	mean	I'm afraid I don't understand what you mean.	An example sentence would show what this word means.	1	1888|1157	39	46	43	51
2115	mean	I'm afraid I don't understand what you mean.	I didn't mean to knock your tooth out.	0	1888|2162	39	9	43	13
2116	mean	I'm afraid I don't understand what you mean.	My ex-husband means nothing to me.	0	1888|4377	39	14	43	19
2117	mean	I'm afraid I don't understand what you mean.	I mean no harm.	0	1888|5086	39	2	43	6
2118	mean	The sky is red this morning -- does that mean we're in for a storm?	I mean to go to Baddeck this summer.	0	2162|2542	41	2	45	6
2119	mean	The sky is red this morning -- does that mean we're in for a storm?	I meant to take the car in for a smog check, but it slipped my mind.	0	2162|2628	41	2	45	7
