index	index	label	sentence1	sentence2
1803	1803	0	Shinseki 's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia .	Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia .
1804	1804	1	Up to a foot of rain and at least seven tornadoes pounded southern Nebraska and northern Kansas , killing a man and destroying at least four homes .	Tornadoes , up to a foot of rain and hail as big as cantaloupes pounded southern Nebraska and northern Kansas , killing one man and destroying at least four homes .
1805	1805	1	""" I fear on this occasion what happened is that those bits of the alphabet that supported the case were selected , "" he said ."	"He said : "" I fear on this occasion what happened was those bits of the alphabet which supported the case were selected ."
1806	1806	1	Wall Street was also waiting for aluminum maker Alcoa Inc . ( nyse : PEP - news - people ) to report earnings after the close .	Wall Street was also waiting for aluminum maker Alcoa Inc . AA.N to report earnings after the close .
1807	1807	1	European Central Bank President Wim Duisenberg said in a televised interview that it was too soon to discuss further interest rate cuts in the euro zone .	Duisenberg said in an interview with Bloomberg News ' German television channel released earlier on Wednesday it was too early to discuss further interest rate cuts for the euro zone .
1808	1808	0	On Monday , the number of SARS cases in China passed 5,000 , hitting a total of 5,013 .	The total number of new cases in China was fewer than 100 for the third day in a row .
1809	1809	1	"Detective Chief Inspector Norman McKinlay , leading the investigation , said : "" There is evidence a body or bodies have been in this area ."	"Det Chief Insp Norman McKinlay said there was "" evidence a body or bodies have been in this area "" ."
1810	1810	0	"The show 's creator and executive producer , Phil Rosenthal , quipped in a statement : "" We had a big contract negotiation ."	"Rosenthal declined comment on the Garrett situation Tuesday but said in a statement : "" We had a big contract negotiation ."
1811	1811	1	"He added that the decision will "" throw a monkey wrench into the FCC 's efforts to develop a vitally important national broadband policy . """	"FCC Chairman Michael Powell said in a statement that the ruling would "" throw a monkey wrench into the FCC 's efforts to develop a vitally important national broadband policy . """
1812	1812	0	State interior ministry spokesman Vasant Pitke told Reuters that at least 42 people had been killed and 112 injured .	Police official S.K. Tonapi told Reuters at least 40 people had been killed and more than 100 wounded .
1813	1813	1	Mortgage rates around the country fell again this week , the ninth time this year rates have hit an all-time low .	It marked the fourth straight week and the ninth time this year that rates on this benchmark mortgage fell to an all-time weekly low .
1814	1814	0	""" I 'm still not red-hot favourite , "" Hewitt said after battling to down Davydenko 6-3 4-6 6-3 7-6 ( 7-5 ) on centre court ."	"I 've still got a fighting chance , though , "" Hewitt said after battling to overcome Davydenko 6-3 4-6 6-3 7-6 ( 7-5 ) on centre court ."
1815	1815	1	Harris and Klebold killed 12 students , a teacher and themselves at the school .	Harris and Klebold killed 12 students and a teacher before taking their own lives on April 20 , 1999 .
1816	1816	0	But the North Korean nuclear crisis has dominated his time in office .	He also reaffirmed his wish to resolve the North Korean nuclear crisis peacefully .
1817	1817	1	""" Then they moved inside the mosque and started firing on the people . """	Then they moved inside the mosque and started firing on the people , ' ' he told the Associated Press .
1818	1818	0	""" It was a total mockery of justice , a parody , "" said Thierry Falise , a Belgian photographer , as he arrived here ."	""" Everything was decided in advance , "" said one of the men , Thierry Falise , a Belgian photographer , as he arrived in Bangkok ."
1819	1819	0	The 30-year bond US30YT = RR jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .	Likewise , the 30-year bond < US30YT = RR > slid 1-11 / 32 for a yield of 4.38 percent , up from 4.30 percent .
1820	1820	1	The company is also testing its cancer drug Rituxan for use by rheumatoid arthritis patients .	The company is in the early stages of testing the drug for rheumatoid arthritis .
1821	1821	1	Spending on research and development is expected to be $ 4.4 billion for the year , compared with the previous expectation of $ 4.3 billion .	R & D spending is expected to be $ 4.4 billion for the year , as compared to the previous expectation of $ 4.3 billion .
1822	1822	1	Several relatives of Australian victims of the attack sat in the front row of the court , but few Balinese attended the trial .	Several relatives of Australian victims of the attack were in court to witness the proceedings , but few Balinese attended the trial .
1823	1823	0	The yield on the 10-year Treasury note rose to 4.46 % from 4.42 % late Thursday .	The benchmark 10-year note US10YT = RR slipped 16 / 32 in price , sending its yield to 4.48 percent from 4.42 percent late on Thursday .
1824	1824	1	The California Farm Bureau did not immediately have an official response to Tuesday 's ruling .	The California Farm Bureau did not immediately return calls seeking comment .
1825	1825	1	U.S. corporate bond yield spreads ended mostly tighter amid slumping Treasuries on Tuesday , while bonds of tobacco firms widened significantly after an adverse legal ruling on Philip Morris USA .	U.S. corporate bond yield spreads opened tighter overall on Tuesday , but tobacco company bonds widened significantly after an adverse legal ruling on Philip Morris USA .
1826	1826	0	He also objects to the sales and personal income tax increases in the package .	That package included increases to both the city 's sales and income taxes .
1827	1827	1	Buyers can now choose a Windows- and Office-loaded desktop for 12,390 baht ( US $ 298 ) , excluding taxes , the report said .	Buyers can purchase a Windows- and Office-loaded desktop for $ 298 , excluding taxes , the report said .
