index	label	sentence1	sentence2
1199	1	Lopez took documents from GM to VW.	GM has initiated criminal investigations in Germany and the US on the basis of their suspicions that Mr Lopez and his team stole confidential information before defecting to VW in March.
1201	1	Victor Emmanuel III was king of Italy from 1900 to 1946.	Victor Emmanuel was born on Nov. 11, 1869, in Naples. After his father, Umberto I, was assassinated in 1900, Victor Emmanuel succeeded to the throne.
1205	1	The acidification of oceans affects tourism.	Israeli scientists predict the world's coral reefs could begin to collapse in as little as 30 years from now. Studies show the oceans are becoming increasingly acidic as they soak up manmade emissions of carbon dioxide. The Hebrew University of Jerusalem researchers say this will make it difficult for many coral organisms to produce skeletal and other hard parts. The team's work on corals in the Red Sea suggests a tipping point will be reached in between 30 and 70 years.  Then the forces of erosion eating away at corals will outstrip the organisms' ability to make the reefs.
1208	1	12 members of the European Union use the Euro instead of their own national currencies.	It is outstripped only by Denmark, the Netherlands, Belgium, Sweden, Finland and France, and thus ranks 7th in the 25-member European Union in terms of broadband Internet penetration.
1209	1	Many US soldiers developed Gulf War Syndrome after the Gulf War.	Two young soldiers have killed themselves after falling ill with suspected Gulf War Syndrome, following the latest conflict in Iraq.
1210	1	What really irks Frye and other doctors of homeopathy, however, is that homeopathic remedies are not supposed to be used like medical drugs.	Frye says, that he (a homeopathy expert) and Iris Bell recently studied homeopathic treatment of fibromyalgia.  A new analysis - comparing published studies of homeopathic drugs to matched, randomly selected studies of medical drugs - suggests that these apparent homeopathic drug effects are merely placebo effects.
1212	1	Mr. Tomlinson was hit by a policeman.	"Mr Tomlinson, 47, collapsed and died from a heart attack near the Bank of England after being caught up during the demonstrations on his way home last Wednesday. His son Paul, 26, said: ""Through CCTV and pictures that I've been shown he got refused access on a number of barricades that police had set up. And the missing jigsaw puzzle was what happened to him when he got into Royal Exchange Passage. I think what we've just seen has answered a lot of questions."""
1213	1	A delay for Google's IPO would push the deal later into a month that is traditionally light on IPO volume.	Google Inc. is delaying its IPO by a week because of logistical problems related to institutional investors registering to bid on the shares.
1217	1	Hubble is a Space telescope.	Hubble is one of the most remarkable facilities in the entire history of science.
1220	1	The Dayton Peace Treaty was formulated to end the war in Bosnia.	In Bosnia, diplomatic determination combined with military muscle to create an opportunity to secure a peace rather than permit instability to undermine this fragile region and U.S. interests.
1221	1	Alison Hargreaves is the first woman to have made the climb up the Everest with no artificial oxygen.	Nepali mountaineer Ang Rita Sherpa last week broke his own record of the number of climbing Mt. Everest.
1227	1	Natasha Bedingfield is married to Matthew Robinson.	British singer-songwriter Natasha Bedingfield, who sang with her brother Daniel and sister Nikola as The DNA Algorithm, tied the knot with a California businessman in Malibu. According to reports the marriage, which took place Saturday in a 30-minute outdoor ceremony overlooking the Pacific Ocean, was attended by about 150 guests.  The guests watched Bedingfield walk down the aisle in a Vera Wang dress beside the chateau at the Church Estates Vineyards.  Bedingfield, who was born in New Zealand and grown up in England, found her partner, in America.
1230	1	Cristiani is the president of Costa Rica.	The president Cristiani spoke today at the El Salvador military airport before he left for Costa Rica to attend the inauguration ceremony of president-elect Rafael Calderon Fournier.
1234	1	Levomepromazine causes schizophrenia.	Levomepromazine has prominent sedative and anticholinergic/ sympatholytic effects (dry mouth, hypotension, sinus tachycardia, extreme night sweats) and causes massive weight gain. These side effects normally do not allow to give the drug in doses needed for full remission of schizophrenia, so it has to be combined with a more potent antipsychotic.
1235	1	Feith works in Brussels.	Feith, 63, started his career at age 25 at the ministry of Foreign Affairs. He worked at the Dutch embassies of Syria, Germany and Sudan, at the United Nations headquarters in New York and at NATO in Brussels. In 2004 he represented E.U. in Darfur and prepared an E.U.-mission in Iraq that trained police-officials and judges. A year later Feith was in charge of the E.U. operation in Aceh and supervised the peace negotiations between the Indonesian government and the rebels.
1236	1	Nearly 350 million people were eligible to vote since the EU took in 10 new members on May 1.	Nineteen of the European Union's 25 member states were voting in the biggest transnational elections ever held, and the first for the EU since the bloc's expansion into the former communist eastern Europe on May 1.
1239	1	Anne Frank died at the age of 15.	"""Our horse chestnut is in full bloom,"" Anne Frank told her diary on Saturday, May 13, 1944, ""thickly covered with leaves and much more beautiful than last year."" She would have been 79 this year, turning 80. Had she survived, Miss Frank would still be able to see the horse chestnut tree by which she measured the seasons of life during her two years of hiding from the Nazis, not just behind the building in Amsterdam from which she and her family were taken by the Gestapo in 1944 but — if the plans of the Anne Frank Center USA are realized — at 10 sites around this country, including New York City."
1241	1	Five other soldiers have been refused to face courts-martial.	Five other soldiers have been ordered to face courts-martial.
1242	1	Italian director is awarded an honorary Oscar.	"Oscar-winning director Franco Zeffirelli has been awarded an honorary knighthood for his ""valuable services to British performing arts""."
